type,Price(EGP),listing type,rent period,location,Area(m2),bedrooms,Bathrooms,Down payment,Instalment,post link,Full Descrption
Apartment,"5,100,000",buy,N/A,"Sarai, Mostakbal City, Cairo",147,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503277360.html,"Apartment for sale with a private garden in installments in a very special location on the landscape in Mostaqbal City, Compound (Saray)"
Villa,"21,000,000",buy,N/A,"Rehab City, New Cairo, Cairo",250,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503075159.html,Town house villa for sale ready for immediate occupancy ultra-super-lux finishing great price fully furnished 210 meters model B1 in Al Rehab 1
Apartment,"6,300,000",buy,N/A,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo",170,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503039906.html,Prime location open View 3 bedrooms apartment for sale with lowest price at Mountain view Icity new cairo
Chalet,"19,500,000",buy,N/A,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",152,4,3,N/A,N/A,https://www.bayut.eg/en/property/details-503017333.html,Chalet For Sale in Marassi North Coast Fully Finished Direct To The Pool 4BR Lowest Price in The Market
Apartment,"15,750,000",buy,N/A,"Uptown Cairo, Mokattam, Cairo",156,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-502709568.html,"Apartment for sale, Fully Furnished and Finished Ready to move in Uptown Cairo - Mokattam"
Villa,"23,667,963",buy,N/A,"Ramla, North Coast, Matruh",672,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-502507860.html,Special Type Luxury Villa With a Prime View for Sale in Ramla - North Coast
Townhouse,"11,000,000",buy,N/A,"Joulz Compound, 6th of October, Giza",311,4,5,N/A,N/A,https://www.bayut.eg/en/property/details-502231692.html,Town house for sale in Joulz Compound Near Mall Of Arabia
Villa,"28,500,000",buy,N/A,"Uptown Cairo, Mokattam, Cairo",370,5,5,0% Down Payment,N/A,https://www.bayut.eg/en/property/details-501484341.html,Under The Market Price Twin House For Sale in Uptown Cairo Fully Finished With ACs Buy Now !!
Villa,"20,000,000",buy,N/A,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",250,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-501342980.html,Under The Market Price Villa Town House For Sale in Hyde Park New Cairo Lowest Price in The Market
Apartment,"11,200,000",buy,N/A,"Madinaty, Cairo",175,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503426459.html,Apartment for sale wide garden view ready to move in ultra-super-luxurious modern finishes typical floor unobstructed fully paid 175m in Madinaty B3
Apartment,"7,900,000",buy,N/A,"Madinaty, Cairo",100,2,2,"EGP 3,250,000",N/A,https://www.bayut.eg/en/property/details-503426287.html,"Apartment for sale in Madinaty B15 with a prime layout, fully finished, and views of the park and Narrow Garden."
Twin House,"32,400,000",buy,N/A,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",330,4,3,N/A,N/A,https://www.bayut.eg/en/property/details-503425443.html,LOWEST PRICE Twin Fully Finished Hyde Park RTM South 90th Street Golden Square New Cairo
Villa,"19,342,000",buy,N/A,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",200,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503425130.html,With a Prime View Luxury Villa With installments for Sale in Hyde Park -New Cairo
Apartment,"7,800,000",buy,N/A,"El Khamayel Compound, Sheikh Zayed, Giza",153,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503424787.html,"Licensed apartment for sale, 153 sqm – with a private garden"
Townhouse,"9,619,380",buy,N/A,"Badya Palm Hills Compound, 6th of October, Giza",189,3,4,"EGP 4,200,000",N/A,https://www.bayut.eg/en/property/details-503424698.html,Middle Townhouse for Sale in Badya Palm Hills | Roof + Penthouse
Apartment,"12,500,000",buy,N/A,"Eastown Compound, 5th Settlement, New Cairo, Cairo",156,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503424391.html,Apartment for Sale in Eastown Sodic | 156 SQM | 2BR | Prime Location
Apartment,"13,000,000",buy,N/A,"Lake view Residence Compound, 5th Settlement, New Cairo, Cairo",144,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503424218.html,Apartment for Sale in Lake View Residence | 144 SQM | 2BR | Ready to Move
Apartment,"1,690,000",buy,N/A,"Hadayek al-Ahram, Giza",103,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503422235.html,Location: Hadayek Al Ahram Gate 3 Area S Studio for sale front facing with private entrance Ground floor with garden Area: 70 sqm Layout: 1 bedroom la
Villa,"17,500,000",buy,N/A,"Mountain View 1 Compound, 1st Settlement, New Cairo, Cairo",351,5,5,"EGP 2,500,000",N/A,https://www.bayut.eg/en/property/details-503286889.html,Villa fully finished 90th street new cairo
Apartment,"9,500,000",buy,N/A,"The Address East Compound, 5th Settlement, New Cairo, Cairo",163,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503041922.html,Attractive Price A very prime Fully finished ground apartment in The Adress East - New Cairo
Apartment,"3,500,000",buy,N/A,"Mandara, Alexandria",151,3,2,"EGP 1,750,000","EGP 73,000 monthly / 2 years",https://www.bayut.eg/en/property/details-503426126.html,"Apartment for immediate sale, 151 sq m, on Mustafa Street, directly before Montazah 3 Police Station."
Penthouse,"13,000,000",buy,N/A,"O West Compound, 6th of October, Giza",170,3,3,"EGP 650,000","EGP 120,000 monthly / 10 years",https://www.bayut.eg/en/property/details-503425286.html,PENTHOUSE FOR SALE IN A PRIME LOCATION _ OVER 10 YEARS IN O WEST
Apartment,"3,080,000",buy,N/A,"Shorouk City, Cairo",196,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503424407.html,196 sqm apartment for sale in Al Shorouk from the owner - immediate delivery (meter and elevator) with a prominent view
Chalet,"11,031,376",buy,N/A,"Salt, Ras Al Hekma, North Coast, Matruh",120,3,2,"EGP 7,029,482","EGP 65,000 monthly / 4 years",https://www.bayut.eg/en/property/details-503424350.html,Direct Lagoon & Sea view Fully finished downpayment and installments 3 bedrooms chalet for sale in Salt North coast
Apartment,"9,976,000",buy,N/A,"Mayan, 5th Settlement, New Cairo, Cairo",116,2,2,"EGP 997,600","EGP 74,820 monthly / 10 years",https://www.bayut.eg/en/property/details-503424145.html,"Apartment in a prime location on the Suez Road and close to Al Rehab, within the Mayan 48-acre project, fully finished, ready for occupancy in"
Apartment,"5,650,000",buy,N/A,"Orouba Skyline, Smoha, Alexandria",120,3,1,N/A,N/A,https://www.bayut.eg/en/property/details-503423592.html,Open view of the plaza Ultra-luxury finishes apartment for sale 120 m at Skyline - Smouha
Apartment,"8,400,000",buy,N/A,"Ras Al Hekma, North Coast, Matruh",93,1,1,"EGP 420,000",N/A,https://www.bayut.eg/en/property/details-503423324.html,"Apartment for sale, 93 sq m, Ras El Hekma City - Emirati Cities Project (250,000 EGP reservation deposit)"
Villa,"22,500,000",buy,N/A,"The Hillage, Sheikh Zayed, Giza",190,4,4,"EGP 1,125,000","EGP 178,125 monthly / 10 years",https://www.bayut.eg/en/property/details-503423243.html,Twin villa in The Village project by Azha in Sheikh Zayed
Twin House,"7,000,000",buy,N/A,"Etapa Compound, Sheikh Zayed, Giza",393,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503422687.html,Special priced twin house ready to move in the heart of Sheikh Zayed in Etapa next to Al Rabwa
Twin House,"12,000,000",buy,N/A,"Telal Sokhna, Ain Sukhna, Suez",180,4,3,N/A,N/A,https://www.bayut.eg/en/property/details-503288428.html,Twin Villa 180 SQM in Telal Al Sokhna with Wide Sea view!! Immediate Delivery! Fully Finished
Apartment,"11,000,000",buy,N/A,"Madinaty, Cairo",186,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503205656.html,"Madinaty apartment for sale, ground floor with a garden of 186 meters and a garden of 50 meters in the B3."
Townhouse,"9,172,150",buy,N/A,"Badya Palm Hills Compound, 6th of October, Giza",189,3,4,"EGP 4,000,000",N/A,https://www.bayut.eg/en/property/details-503424327.html,Townhouse Middle for Sale in Badya – Palm Hills
Villa,"23,000,000",buy,N/A,"Royal Meadows Compound, Sheikh Zayed, Giza",350,5,4,N/A,N/A,https://www.bayut.eg/en/property/details-503422873.html,"Lowest Price Villa Ready To Move with a Private Garden for sale in Royal Meadows, Arco, El Sheikh Zayed . . . . . . . . . . . . . . . ."
Apartment,"10,000,000",buy,N/A,"District 5 Compound, 5th Settlement, New Cairo, Cairo",150,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503186987.html,Ready to move Facing lowest price north oriented apartment in district 5 marakez fifth settlement
Apartment,"3,200,000",buy,N/A,"6th of October, Giza",140,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503427518.html,"Apartment for sale consisting of four studios in Investment District One, Fifth Neighborhood."
Apartment,"4,500,000",buy,N/A,"Haram, Giza",185,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503424476.html,"Apartment for sale, registerable at the Real Estate Month A Class, prime location with an open view on the main Al-Haram street."
Chalet,"3,024,000",buy,N/A,"La Vie, Ras Sedr, Sinai",110,2,1,"EGP 604,800","EGP 20,000 monthly / 5 years",https://www.bayut.eg/en/property/details-503424394.html,"Chalet for immediate occupancy, directly overlooking the swimming pool and with a sea view, with a discount and installments over 5 years"
Townhouse,"16,800,000",buy,N/A,"Azzar Compound, 5th Settlement, New Cairo, Cairo",225,4,4,"EGP 14,700,000","EGP 80,000 monthly / 2 years",https://www.bayut.eg/en/property/details-503423522.html,Ready to move downpayment and installments town house for sale in Azzar Infinity compound 5th settlement new cairo
Villa,"21,000,000",buy,N/A,"Azzar Compound, 5th Settlement, New Cairo, Cairo",264,4,6,"EGP 18,000,000","EGP 80,000 monthly / 2 years",https://www.bayut.eg/en/property/details-503423441.html,Exclusive price Ready to move downpayment and installments Twin house for sale in Azzar Infinity compound 5th settlement new cairo
Villa,"11,700,000",buy,N/A,"The Estates Compound, Sheikh Zayed, Giza",150,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503422607.html,"A standalone villa for Ready to Move in SODIC's The Estates compound, near Beverly Hills, Sheikh Zayed Building Area: 314 m² Land Area: 640 m²"
Apartment,"5,500,000",buy,N/A,"Madinaty, Cairo",86,2,1,"EGP 4,000,000",N/A,https://www.bayut.eg/en/property/details-503422393.html,Rare Opportunity in Madinaty B12 – Fully Furnished 86m with Direct Park View – Ready to Move Now
Chalet,"5,730,000",buy,N/A,"Blue Blue, Ain Sukhna, Suez",100,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503422302.html,Chalet for sale 100m ground floor with private garden DP 863k directly on the sea in Blue Blue Ain Sokhna
Villa,"13,600,000",buy,N/A,"Sarai, Mostakbal City, Cairo",212,4,4,"EGP 4,773,440",N/A,https://www.bayut.eg/en/property/details-503404712.html,S Villa without over for sale in Sarai attractive price with Down payment and installments prime location Semi finished delivery 2028
Apartment,"4,950,000",buy,N/A,"De Joya Compound, Sheikh Zayed, Giza",163,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503284225.html,Apartment Fully Finished 3bed in El Sheikh Zayed
Twin House,"23,000,000",buy,N/A,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo",330,5,5,N/A,N/A,https://www.bayut.eg/en/property/details-503191401.html,Very prime View Landscape & greenery Ready to move luxury twin house for sale at Palm hills new cairo compound
Duplex,"15,500,000",buy,N/A,"Mountain View Hyde Park Compound, 5th Settlement, New Cairo, Cairo",300,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503112581.html,Direct view majestic lake Semi Finished Ivilla roof for sale at Mountain view Hyde park compound new cairo
Duplex,"15,000,000",buy,N/A,"Mountain View Hyde Park Compound, 5th Settlement, New Cairo, Cairo",305,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503112412.html,Prime view Ivilla roof corner for sale at Mountain view Hyde park compound new cairo
Apartment,"11,500,000",buy,N/A,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",192,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503081125.html,Lowest price in market fully finished with Acs and kitchen 3 bedrooms apartment for sale in Hyde park compound new cairo
Apartment,"6,150,000",buy,N/A,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo",165,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503040055.html,Own your apartment with lowest price in new cairo 3 bedrooms apartment for sale in Mountain view Icity compound new cairo
Townhouse,"10,691,000",buy,N/A,"Etapa Compound, Sheikh Zayed, Giza",306,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-502970886.html,Ready to move townhouse in Etapa Compound in Sheikh Zayed
Villa,"30,000,000",buy,N/A,"Taj City Compound, 1st Settlement, New Cairo, Cairo",200,4,5,"EGP 1,500,000",N/A,https://www.bayut.eg/en/property/details-503428541.html,"For quick sale: Ready-to-move-in villa in Taj City Compound, at a price lower than its market value - New Cairo - opposite Cairo Airport"
Villa,"33,650,000",buy,N/A,"Madinaty, Cairo",290,4,5,"EGP 16,000,000",N/A,https://www.bayut.eg/en/property/details-503427753.html,"D3 model villa in Four Seasons View Wide Garden, Group 25"
Villa,"16,135,000",buy,N/A,"Taj City Compound, 1st Settlement, New Cairo, Cairo",160,3,3,"EGP 8,700,000","EGP 100,000 monthly / 5 years",https://www.bayut.eg/en/property/details-503423112.html,Under market price downpayment and installments landscape view standalone villa for sale in Taj city compound 5th settlement new cairo
Apartment,"6,000,000",buy,N/A,"Beverly Hills Compound, Sheikh Zayed, Giza",196,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503422477.html,Fully finished apartment ready to move to in 6 West inside Beverly Hills Sodic
Apartment,"21,000,000",buy,N/A,"Corniche El Maadi, Maadi, Cairo",250,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503388511.html,Apartment Ready to move Fully furnished prime location Nile view in Corniche El Maadi
Apartment,"10,762,500",buy,N/A,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",150,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503370087.html,Apartment Fully Finished Ready to Move in Al Marasem Fifth Square
Villa,"15,565,590",buy,N/A,"Badya Palm Hills Compound, 6th of October, Giza",500,3,3,"EGP 15,000,000",N/A,https://www.bayut.eg/en/property/details-503123785.html,Ready to Move Standalone Villa 500 SQM land Type D in Badya Palm Hills Prime Location
Apartment,"6,700,000",buy,N/A,"Lugar, Sheikh Zayed, Giza",145,3,3,"EGP 2,700,000",N/A,https://www.bayut.eg/en/property/details-503427053.html,For Sale Apartment 145m Lugar Compound Sheikh Zayed New View Receipt 2027 at the opening price
Duplex,"10,000,000",buy,N/A,"Taj City Compound, 1st Settlement, New Cairo, Cairo",161,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503397846.html,Finished Duplex in Taj city New Cairo Ready to move Taj Sultan Phase with attractive price prime location By Madinet Masr MNHD
Chalet,"14,000,000",buy,N/A,"La Vista Bay East, North Coast, Matruh",150,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503286153.html,Ready To Move chalet In la Vista - Ras El Hekma - North coast
Chalet,"17,000,000",buy,N/A,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",101,2,2,"EGP 16,400,000",N/A,https://www.bayut.eg/en/property/details-503424697.html,"A plot for sale in Marasi with an advance payment and installment completion, and immediate delivery."
Chalet,"15,000,000",buy,N/A,"Mar Bay, Ras Al Hekma, North Coast, Matruh",127,3,2,"EGP 750,000","EGP 110,000 monthly / 10 years",https://www.bayut.eg/en/property/details-503423590.html,CHALET FOR SALE _ CLOSE TO THE BEACH IN MAR BAY NORTH COAST
Apartment,"3,500,000",buy,N/A,"R8, New Capital City, Cairo",119,2,3,"EGP 1,750,000","EGP 15,000 monthly / 3 years",https://www.bayut.eg/en/property/details-503422017.html,Lowest price ready-to-move-in apartment in a prestigious compound with an open view of landscaped gardens and lakes
Apartment,"6,000,000",buy,N/A,"Murooj, Smoha, Alexandria",141,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503377019.html,Apartment for sale 141 m Smouha (Marouch)
Chalet,"15,000,000",buy,N/A,"Hacienda Bay, Sidi Abdel Rahman, North Coast, Matruh",350,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503424473.html,"Chalet For Sale, Fully Finished and Furnished Ready To Move In Palm Hills Hacienda Bay - North Coast"
Villa,"33,000,000",buy,N/A,"Rehab City, New Cairo, Cairo",600,4,5,N/A,N/A,https://www.bayut.eg/en/property/details-502169957.html,"For lovers of Rehab Hills, a detached villa for sale. The price has been reduced an alternative opportunity for the owner. 600 m², buildings 360m"
Duplex,"12,500,000",buy,N/A,"The Address East Compound, 5th Settlement, New Cairo, Cairo",210,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503264111.html,Ground Duplex For Sale With Lowest Price And Prime Location
Villa,"37,000,000",buy,N/A,"Rehab City, New Cairo, Cairo",670,4,5,N/A,N/A,https://www.bayut.eg/en/property/details-501956905.html,"For those who appreciate privacy and sophistication, own a stunning detached villa in Al Rehab 2. Prime land area of 670 sq m, close to the mall and"
